,tweet,% Negative,% Neutral,% Positive,overall rating
1435,self driving or autonomous vehicles are just too damn dangerous because of their vulnerability to being hacked. you would never get me to ride in one of them.,30.2,69.8,0.0,Negative
1436,"we rely on our connected devices and can’t wait for human speed vulnerability patching, especially for autonomous vehicles . has to drive",8.3,91.7,0.0,Negative
1437,today’s cars vs tomorrow’s,0.0,100.0,0.0,Neutral
1438,autonomous vehicles will change the way of how we get around. the major concern is the vulnerability of those vehicles. has a solution for vehicle network protection using technology.,6.1,86.5,7.3999999999999995,Positive
1439,"although the potential danger for hacked autonomous vehicles used on mass as a weapon is fairly significant. for that we're talking vulnerability free code again, which people have been talking about for decades.",24.099999999999998,63.800000000000004,12.1,Negative
1440,"in this week's nh-isac hacking healthcare: ask of for a single repository for medical device vulnerability reporting, and and report, health-connected autonomous vehicles, state of...",7.3,92.7,0.0,Negative
1441,security is a must-have for connected &amp; autonomous vehicles. more connected cars = more data. connected systems will increase vulnerability of autonomous vehicles.,7.1,75.2,17.7,Positive
1442,"the rise of the robots cons and pros - applications will increase vulnerability of businesses to cyber-attacks and technical failure, leading to larger-scale disruption and loss scenarios chatbots, autonomous vehicles, and connected machines in digital...",23.599999999999998,70.89999999999999,5.4,Negative
1443,"don't miss the new issue, incl intelligence &amp; agenda, comms data analysis, computer misuse &amp; vulnerability research, autonomous vehicles, profiling &amp; open justice &amp; rights of arrestees, criminal record disclosure &amp; privacy",13.200000000000001,67.10000000000001,19.7,Positive
1444,"including intelligence &amp; the agenda, comms data analysis, computer misuse &amp; vulnerability research, autonomous vehicles, profiling &amp; open justice &amp; rights of arrestee not subsequently convicted",6.1,73.2,20.7,Positive
1445,"“you should make use of autonomous vehicles, but be award of the vulnerability and understand the risks.” chris poulin",9.8,70.5,19.7,Positive
1446,"this actually exposes the achilles-heel of autonomous vehicles: vulnerability to hijack by ""new"" (deliberately disruptive) objects.",30.5,69.5,0.0,Negative
1447,"in addition, the security vulnerability (hacking) of connected, autonomous vehicles remains a huge problem. no thanks.",30.9,48.4,20.7,Negative
1448,. and the vulnerability of vehicles. learn more -,19.2,80.80000000000001,0.0,Negative
1449,tesla and the vulnerability of autonomous vehicles,24.099999999999998,75.9,0.0,Negative
1450,and the vulnerability of autonomous vehicles:,27.500000000000004,72.5,0.0,Negative
1451,fbi issued a warning about the vulnerability of “smart” cars to hacking attacks autonomous vehicles await hackers,33.300000000000004,60.199999999999996,6.5,Negative
1452," driverless anything has not yet advanced enough to be safe. most car accidents are human error - train accidents are at least as likely to be poor track maintenance, which is why it's stupid to be getting rid of those keeping the tracks safe. most train drivers not rmt &gt;",24.9,66.0,9.1,Negative
1453,what happens if a driverless car causes a pedestrian accident?,25.6,74.4,0.0,Negative
1454,"this article about police pull over of self-driving car reveals that the current society lack of a well-developed system to deal with self-driving cars. when a driverless car is involved in an accident, people are confused about how to solve it.",16.6,79.60000000000001,3.9,Negative
1455,a driverless car invented by google has completed over k miles and only had two accidents when humans in other cars hit it.,9.5,90.5,0.0,Negative
1456,"to know what this number means, i'd want to know: - for how many hours driverless cars were on the road; - how the accident rate compares to normal cars; and - how often the driverless car was at fault. without context, this is just fearmongering!",12.0,82.69999999999999,5.3,Negative
1457,lot of people in a hurry to get somewhere. waiting for the first e-scooter v driverless car accident.,15.4,84.6,0.0,Negative
1458,who is liable in a driverless car accident in texas?,25.6,74.4,0.0,Negative
1459,😬 how long til the first accident. was just listening to the story of the uber employee facing charges for manslaughter for hitting an pedestrian while testing a driverless car. wasn't fun.,26.700000000000003,73.3,0.0,Negative
1460,"i witnessed a driverless car driving erractically tonight. mark my words, they're going to cause an accident and hurt somebody. driverless should not be legal. consumers should not support this technology.",27.3,72.7,0.0,Negative
1461,"the incidence of car accidents, driverless or otherwise, point only towards an end to personal automobiles in favor of sustainable public transit. please stop building personal ev’s 😫",20.3,65.9,13.700000000000001,Negative
1462,the uk’s ab dynamics has partnered with nascar to conduct a driverless track crash test of its next gen race car running in the cup series. the aim was to test the safety of the vehicle and the impact on the driver in this type of accident.,10.8,80.10000000000001,9.1,Negative
1463,bahut se accident ho rhe hain janaab. i will never endorse a driverless car.,29.7,70.3,0.0,Negative
1464," people die in car accidents every day, but there was one accident involving a driverless vehicle....",38.800000000000004,61.199999999999996,0.0,Negative
1465,"what!! would that be to defend tesla against lawsuits, cars on fire with doors locked? driverless car accidents? or to sue other car companies making evs?",24.4,75.6,0.0,Negative
1466,"if they have a data advantage, then where is it? $tsla has more recorded miles in san francisco than all other av companies combined. sf is a .b+ taxi/uber market and yet $tsla doesn't have a single driverless car on the road. ""advantages"" must materialize - where is it?",0.0,90.60000000000001,9.4,Positive
1467,despite the many that come with owning a there are implications that cannot be ignored. what are the possible pros and cons of self-driving cars🚗?,0.0,92.7,7.3,Positive
1468,from what i understand this also largely applies to nd generation muslims. some northern towns a conern though🤞🤞🤞🤞 economic advantages of cities vs quality of life will become more acute in my view over the coming decades. from remote working trends to driverless car trends,0.0,95.39999999999999,4.6,Positive
